111,現金,01/01 1302,323,元入金,開始仕訳,184702,0,D,184702,
111,現金,01/05 1300,412,売上(製品）,dddddd,2000,0,D,186702,
111,現金,01/05 1301,411,売上(報酬）,fff,3000,0,D,189702,
111,現金,01/05 1302,411,売上(報酬）,ggffrrt,33000,0,D,222702,
111,現金,02/15 1006,517,旅費交通費,善光東京事務所,0,1106,D,221596,
111,現金,03/02 1009,517,旅費交通費,善光東京事務所,0,1106,D,220490,
111,現金,03/04 1010,531,消耗品費,パソコン ASUS E202SAFD0076T,0,39852,D,180638,
111,現金,03/13 1011,517,旅費交通費,善光東京事務所,0,1106,D,179532,
111,現金,06/26 1023,517,旅費交通費,善光東京事務所,0,1106,D,178426,
111,現金,07/23 1024,517,旅費交通費,SAKYA渋谷本社,0,604,D,177822,
111,現金,07/27 1025,517,旅費交通費,SAKYA現地打ち合わせ,0,1099,D,176723,
111,現金,07/31 1027,521,租税公課,収入印紙（業務委託基本契約書）,0,4000,D,172723,
111,現金,08/03 1209,517,旅費交通費,ReCI交通費8/1-8/3,0,1812,D,170911,
111,現金,12/01 1211,412,売上(製品）,売った,22000,0,D,192911,
113,普通預金,01/01 1303,323,元入金,開始仕訳,1178492,0,D,1178492,
113,普通預金,01/25 1004,122,売掛金,LANOS入金,225600,0,D,1404092,
113,普通預金,02/23 1007,122,売掛金,LANOSの1月分入金,150000,0,D,1554092,
113,普通預金,03/01 1314,312,事業主借,出資,85000,0,D,1639092,
113,普通預金,03/30 1012,122,売掛金,善光入金2月分,213731,0,D,1852823,
113,普通預金,04/27 1014,122,売掛金,善光入金3月分,257850,0,D,2110673,
113,普通預金,05/11 1315,151,事業主貸,fuku,0,126000,D,1984673,
113,普通預金,05/31 1021,122,売掛金,善光入金4月分,290250,0,D,2274923,
113,普通預金,06/29 1022,122,売掛金,善光入金5月分,268650,0,D,2543573,
122,売掛金,01/01 1304,323,元入金,開始仕訳,225600,0,D,225600,
122,売掛金,01/25 1004,113,普通預金,LANOS入金,0,225600,D,0,
122,売掛金,01/31 1005,412,売上(製品）,LANOSの1月分売掛,150000,0,D,150000,
122,売掛金,02/23 1007,113,普通預金,LANOSの1月分入金,0,150000,D,0,
122,売掛金,02/28 1008,412,売上(製品）,善光売掛2月分,213731,0,D,213731,
122,売掛金,03/30 1012,113,普通預金,善光入金2月分,0,213731,D,0,
122,売掛金,03/31 1013,412,売上(製品）,善光売掛3月分,257850,0,D,257850,
122,売掛金,04/27 1014,113,普通預金,善光入金3月分,0,257850,D,0,
122,売掛金,05/03 1015,412,売上(製品）,善光売掛4月分,290250,0,D,290250,
122,売掛金,05/31 1021,113,普通預金,善光入金4月分,0,290250,D,0,
122,売掛金,06/01 1016,412,売上(製品）,善光売掛5月分,268650,0,D,268650,
122,売掛金,06/29 1022,113,普通預金,善光入金5月分,0,268650,D,0,
122,売掛金,07/02 1026,412,売上(製品）,善光売掛6月分,146875,0,D,146875,
151,事業主貸,05/11 1315,113,普通預金,fuku,126000,0,D,126000,
161,棚卸資産,12/30 1311,571,期末棚卸高,ee3,7000,0,D,7000,
212,買掛金,01/01 1313,323,元入金,開始仕訳,0,35000,C,35000,
312,事業主借,03/01 1314,113,普通預金,出資,0,85000,C,85000,
323,元入金,01/01 1302,111,現金,開始仕訳,0,184702,C,184702,
323,元入金,01/01 1303,113,普通預金,開始仕訳,0,1178492,C,1363194,
323,元入金,01/01 1304,122,売掛金,開始仕訳,0,225600,C,1588794,
323,元入金,01/01 1313,212,買掛金,開始仕訳,35000,0,C,1553794,
323,元入金,01/01 1316,561,期首棚卸高,開始仕訳,0,8000,C,1561794,
411,売上(報酬）,01/05 1301,111,現金,fff,0,3000,C,3000,
411,売上(報酬）,01/05 1302,111,現金,ggffrrt,0,33000,C,36000,
412,売上(製品）,01/05 1300,111,現金,dddddd,0,2000,C,2000,
412,売上(製品）,01/31 1005,122,売掛金,LANOSの1月分売掛,0,150000,C,152000,
412,売上(製品）,02/28 1008,122,売掛金,善光売掛2月分,0,213731,C,365731,
412,売上(製品）,03/31 1013,122,売掛金,善光売掛3月分,0,257850,C,623581,
412,売上(製品）,05/03 1015,122,売掛金,善光売掛4月分,0,290250,C,913831,
412,売上(製品）,06/01 1016,122,売掛金,善光売掛5月分,0,268650,C,1182481,
412,売上(製品）,07/02 1026,122,売掛金,善光売掛6月分,0,146875,C,1329356,
412,売上(製品）,12/01 1211,111,現金,売った,0,22000,C,1351356,
517,旅費交通費,02/15 1006,111,現金,善光東京事務所,1106,0,D,1106,
517,旅費交通費,03/02 1009,111,現金,善光東京事務所,1106,0,D,2212,
517,旅費交通費,03/13 1011,111,現金,善光東京事務所,1106,0,D,3318,
517,旅費交通費,06/26 1023,111,現金,善光東京事務所,1106,0,D,4424,
517,旅費交通費,07/23 1024,111,現金,SAKYA渋谷本社,604,0,D,5028,
517,旅費交通費,07/27 1025,111,現金,SAKYA現地打ち合わせ,1099,0,D,6127,
517,旅費交通費,08/03 1209,111,現金,ReCI交通費8/1-8/3,1812,0,D,7939,
521,租税公課,07/31 1027,111,現金,収入印紙（業務委託基本契約書）,4000,0,D,4000,
531,消耗品費,03/04 1010,111,現金,パソコン ASUS E202SAFD0076T,39852,0,D,39852,
561,期首棚卸高,01/01 1316,323,元入金,開始仕訳,8000,0,D,8000,
571,期末棚卸高,12/30 1311,161,棚卸資産,ee3,0,7000,D,-7000,
